324000;46
649000;53
973000;92
1298000;100
1622000;100
1947000;84
2271000;76
2595000;65
2920000;61
3244000;61
3569000;61
3893000;80
4217000;80
4542000;84
4866000;84
5191000;92
5515000;100
5840000;100
6164000;100
6488000;100
